EventID,Multiplicity,Hits_Board1,Hits_Board2,Mean_ADC
131,6,"[10, 21, 22, 33]","[1, 59]",288.6666666666667
133,3,[11],"[43, 44]",315.6666666666667
134,3,[7],"[56, 57]",274.0
139,5,"[2, 3, 4, 27]",[21],299.8
158,3,"[4, 37]",[45],276.0
161,8,"[27, 30]","[37, 38, 39, 48, 49, 50]",283.0
163,6,"[2, 35, 36, 50]","[60, 61]",299.0
174,9,"[11, 50]","[12, 13, 14, 16, 24, 29, 54]",283.44444444444446
180,5,"[8, 11]","[31, 43, 49]",249.6
184,4,"[19, 20]","[43, 44]",294.0
188,4,[],"[43, 44, 45, 53]",444.0
195,4,[63],"[19, 20, 35]",273.75
198,13,"[9, 10]","[17, 18, 19, 26, 27, 35, 36, 39, 42, 43, 44]",278.15384615384613
199,7,"[37, 38, 45, 52, 59, 60]",[22],287.2857142857143
203,5,[0],"[8, 9, 11, 12]",311.0
204,4,"[4, 5, 11]",[48],266.75
208,8,"[4, 5, 6, 11, 52, 53]","[23, 54]",303.375
211,3,[0],"[50, 56]",294.0
214,0,[],[],0
217,0,[],[],0
223,6,"[8, 48]","[1, 2, 19, 20]",291.3333333333333
232,2,[],"[10, 11]",411.5
235,7,"[51, 60]","[37, 38, 46, 47, 48]",283.57142857142856
236,8,"[13, 62]","[14, 43, 50, 52, 54, 55]",291.5
238,13,[],"[8, 13, 33, 40, 48, 50, 53, 54, 55, 59, 60, 61, 62]",254.84615384615384
240,5,"[17, 18]","[5, 18, 31]",280.2
243,5,"[2, 4, 5]","[10, 11]",364.0
247,3,[],"[8, 9, 10]",416.6666666666667
252,11,"[8, 13, 14, 15, 18, 44, 48, 50, 52]","[2, 3]",267.0
256,7,"[14, 62]","[13, 18, 19, 20, 32]",286.7142857142857
258,5,"[4, 8, 9]","[15, 18]",313.6
267,6,"[51, 52]","[2, 12, 46, 47]",285.8333333333333
269,9,"[4, 43, 44, 56, 57, 60, 61]","[35, 48]",252.66666666666666
274,3,[4],"[31, 58]",317.6666666666667
275,3,[],"[8, 10, 25]",315.0
287,7,[],"[3, 25, 37, 38, 41, 52, 55]",246.71428571428572
293,2,"[49, 50]",[],269.0
296,5,[63],"[6, 38, 40, 41]",266.4
300,4,"[5, 6]","[48, 59]",285.0
315,6,"[10, 32]","[27, 28, 35, 57]",310.3333333333333
320,4,"[13, 47]","[22, 23]",281.75
324,8,"[10, 25, 32, 37, 60, 61]","[57, 62]",263.25
332,3,[11],"[57, 58]",362.6666666666667
333,7,[54],"[4, 12, 13, 48, 49, 51]",269.42857142857144
338,3,"[47, 48]",[62],304.6666666666667
340,6,"[9, 29, 31, 47]","[32, 39]",271.0
341,7,"[5, 6, 37, 44, 45]","[55, 56]",321.2857142857143
354,5,"[40, 47]","[3, 58, 59]",277.8
355,5,"[7, 8]","[19, 23, 24]",362.0
360,9,"[18, 19]","[2, 4, 11, 12, 13, 38, 43]",277.8888888888889
363,2,[],"[40, 42]",279.0
371,5,"[1, 2]","[6, 7, 8]",328.8
373,3,[],"[53, 54, 58]",274.0
377,5,"[16, 17]","[53, 54, 62]",287.8
381,7,"[12, 13, 21, 23, 56]","[24, 25]",284.0
384,9,"[44, 61]","[7, 8, 34, 41, 42, 54, 55]",300.1111111111111
388,1,[],[63],283.0
389,8,[46],"[28, 29, 32, 33, 34, 40, 45]",330.375
395,6,"[4, 12, 30, 59]","[19, 20]",320.0
396,7,"[0, 1, 8, 16, 17]","[48, 49]",341.42857142857144
397,8,[49],"[2, 10, 49, 50, 51, 53, 54]",295.625
414,3,"[25, 26]",[43],254.33333333333334
417,2,[],"[11, 12]",299.0
419,8,[1],"[10, 11, 24, 25, 26, 33, 34]",265.25
424,4,[],"[30, 31, 36, 60]",264.5
427,7,"[3, 32, 37, 50, 51]","[10, 63]",272.42857142857144
431,5,[34],"[7, 12, 14, 20]",267.4
435,14,"[9, 10]","[9, 10, 11, 20, 28, 29, 31, 32, 42, 43, 48, 50]",304.2857142857143
436,2,[],"[7, 8]",303.0
438,6,"[12, 13, 14, 21, 61]",[12],289.1666666666667
439,8,[],"[7, 20, 22, 23, 25, 27, 28, 30]",248.75
450,2,"[38, 41]",[],307.0
458,5,[14],"[9, 21, 29, 30]",256.4
477,5,"[13, 14]","[5, 43, 46]",274.4
482,17,"[21, 34]","[15, 23, 25, 29, 30, 31, 33, 41, 42, 43, 51, 52, 54, 58, 62]",286.88235294117646
484,7,[16],"[0, 1, 8, 11, 12, 25]",265.0
499,7,"[16, 26]","[20, 21, 25, 49, 56]",291.57142857142856
500,9,[0],"[29, 34, 35, 45, 48, 50, 53, 54]",323.6666666666667
508,15,"[3, 42]","[1, 6, 19, 24, 39, 40, 41, 42, 43, 45, 46, 53, 61]",275.53333333333336
511,7,[37],"[10, 11, 32, 38, 40, 41]",280.14285714285717
515,4,[54],"[43, 44, 45]",288.75
517,3,"[31, 42]",[25],297.3333333333333
526,9,"[0, 9, 10, 11, 13, 19, 36, 38]",[5],281.8888888888889
528,4,[0],"[39, 51, 57]",265.0
534,12,"[46, 47]","[8, 9, 27, 48, 49, 51, 52, 53, 55, 60]",267.5833333333333
538,4,[59],"[44, 51, 52]",259.0
540,5,"[1, 38]","[16, 17, 33]",296.0
545,4,"[40, 47]","[39, 41]",272.0
548,2,[0],[56],234.5
556,4,"[11, 50, 59]",[15],305.75
557,7,"[37, 38]","[8, 17, 39, 41, 44]",255.85714285714286
562,6,"[39, 62]","[9, 17, 31, 56]",297.5
566,9,"[13, 15, 16, 18, 22, 40, 44]","[7, 43]",261.1111111111111
581,4,[28],"[15, 16, 53]",282.5
582,6,"[19, 20, 27, 28]","[6, 12]",313.0
590,18,"[15, 41]","[6, 7, 8, 16, 25, 26, 27, 31, 33, 41, 42, 46, 49, 51, 52, 63]",289.22222222222223
596,3,[],"[23, 44, 52]",273.6666666666667
598,10,[37],"[21, 22, 26, 27, 35, 36, 39, 48, 49]",272.7
601,3,[],"[15, 17, 26]",325.0
606,2,"[47, 58]",[],331.5
621,9,"[7, 8, 31, 32, 46, 51, 52, 54]",[17],285.55555555555554
624,3,[],"[20, 38, 39]",315.0
628,4,[19],"[39, 57, 58]",255.75
636,7,"[21, 37]","[9, 33, 34, 35, 55]",289.57142857142856
638,5,"[47, 48, 49]","[13, 16]",335.0
641,4,"[38, 39, 47]",[38],300.25
651,26,"[19, 29]","[3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 25, 28, 29, 30, 32, 33, 35, 39, 49, 54, 55]",306.34615384615387
663,25,"[10, 23]","[1, 4, 9, 10, 17, 18, 19, 23, 24, 27, 28, 31, 33, 45, 46, 47, 57, 58, 59, 60, 61, 62, 63]",259.84
664,10,[],"[8, 10, 11, 12, 14, 15, 19, 51, 52, 53]",265.1
674,7,"[5, 19]","[18, 19, 20, 24, 51]",361.85714285714283
677,4,"[37, 38, 41]",[29],307.0
683,3,"[6, 7]",[47],273.3333333333333
690,5,"[8, 18, 30]","[8, 9]",285.2
693,5,"[1, 2, 6]","[24, 27]",313.4
696,6,[],"[13, 14, 16, 21, 22, 23]",268.1666666666667
700,6,"[0, 12]","[22, 23, 51, 52]",298.8333333333333
701,3,"[0, 36]",[1],247.33333333333334
707,11,"[10, 16, 17, 23, 24, 25, 33, 47, 48]","[61, 62]",330.72727272727275
708,4,[1],"[12, 20, 21]",400.75
715,21,[20],"[0, 1, 3, 8, 9, 10, 11, 12, 13, 14, 24, 25, 26, 28, 31, 32, 34, 40, 41, 57]",294.6666666666667
716,7,"[0, 6, 11, 18, 19]","[6, 32]",297.57142857142856
720,0,[],[],0
721,6,"[18, 19]","[9, 10, 24, 25]",337.0
722,7,"[14, 15, 52, 56, 57]","[4, 28]",269.14285714285717
728,10,"[3, 59]","[11, 29, 30, 32, 33, 34, 35, 39]",271.4
736,6,"[1, 4]","[13, 14, 20, 21]",406.1666666666667
738,6,[38],"[6, 20, 21, 22, 23]",360.6666666666667
745,5,"[25, 40]","[12, 29, 62]",266.2
749,1,[51],[],297.0
750,3,[49],"[48, 60]",263.3333333333333
751,6,"[3, 19, 20, 23, 50]",[28],281.0
753,5,[4],"[23, 24, 31, 40]",282.6
755,2,[56],[38],324.0
775,3,"[53, 56]",[55],309.3333333333333
776,12,"[5, 33]","[42, 43, 53, 54, 55, 56, 58, 59, 62, 63]",307.4166666666667
777,6,[],"[3, 4, 5, 9, 26, 27]",272.5
781,7,[62],"[6, 7, 10, 12, 14, 58]",290.85714285714283
782,8,[],"[24, 34, 36, 37, 39, 50, 55, 63]",260.75
787,3,[],"[50, 51, 53]",284.3333333333333
789,10,[],"[1, 3, 4, 6, 9, 10, 11, 12, 13, 15]",262.5
791,2,[],"[13, 63]",273.0
794,7,"[23, 25, 27, 40, 54]","[33, 34]",292.42857142857144
795,4,[],"[58, 59, 60, 62]",419.0
803,6,"[61, 62]","[46, 47, 49, 50]",303.1666666666667
813,5,"[10, 28]","[17, 46, 58]",303.8
816,0,[],[],0
818,3,[15],"[16, 17]",329.3333333333333
824,6,"[26, 34]","[50, 51, 54, 60]",278.8333333333333
829,7,"[8, 9, 43, 44, 54]","[9, 33]",320.2857142857143
833,5,[3],"[12, 13, 14, 15]",349.2
834,9,"[2, 12, 26, 39, 43, 44, 46]","[21, 62]",304.1111111111111
839,4,[],"[55, 56, 59, 60]",270.0
846,5,"[1, 13, 14, 39]",[42],305.4
849,10,"[7, 8, 9, 15, 34, 48, 49, 50, 51]",[41],274.6
853,26,"[12, 32]","[10, 11, 12, 21, 25, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 56]",286.53846153846155
858,5,"[17, 18, 34]","[39, 52]",282.4
866,5,[],"[48, 49, 50, 56, 57]",275.0
870,0,[],[],0
872,4,"[11, 12, 45]",[31],325.25
873,22,[],"[0, 1, 2, 3, 4, 5, 6, 12, 14, 16, 32, 33, 34, 35, 36, 37, 39, 43, 44, 55, 58, 59]",281.27272727272725
877,7,[24],"[2, 3, 4, 10, 40, 43]",278.7142857142857
879,20,[50],"[0, 3, 4, 6, 8, 13, 14, 15, 19, 22, 25, 26, 38, 39, 46, 47, 61, 62, 63]",280.6
884,4,"[55, 56]","[8, 25]",284.75
885,3,[22],"[56, 60]",284.0
888,5,"[7, 9, 19]","[8, 9]",351.8
893,3,[],"[25, 26, 30]",353.6666666666667
896,4,"[55, 60]","[6, 14]",350.5
899,15,"[2, 3, 23, 24, 33, 36, 39, 40, 54, 55, 56, 57, 60]","[5, 48]",292.8
900,5,"[59, 60, 61]","[10, 11]",397.8
902,5,[9],"[12, 15, 16, 20]",284.0
913,17,[47],"[10, 11, 12, 14, 15, 16, 20, 23, 42, 43, 50, 51, 60, 61, 62, 63]",271.94117647058823
915,1,[38],[],338.0
916,3,[19],"[27, 35]",327.0
917,4,"[2, 3]","[14, 15]",282.25
920,4,[10],"[8, 32, 56]",270.75
926,7,"[7, 10]","[26, 35, 41, 42, 58]",287.57142857142856
932,15,[],"[14, 16, 34, 35, 36, 37, 49, 51, 52, 53, 54, 55, 57, 58, 59]",276.0
936,10,"[11, 50]","[6, 9, 10, 11, 13, 25, 26, 55]",297.2
939,5,[19],"[2, 45, 46, 47]",328.6
942,5,[],"[52, 53, 54, 55, 56]",342.6
945,4,[13],"[0, 16, 37]",282.75
946,6,[0],"[30, 33, 34, 36, 37]",335.6666666666667
947,3,[],"[30, 31, 39]",255.33333333333334
950,8,"[50, 58]","[26, 29, 44, 45, 54, 60]",279.875
955,6,"[47, 48, 57, 59, 60]",[49],275.8333333333333
956,3,"[3, 4]",[63],268.6666666666667
960,5,"[14, 25, 48]","[37, 38]",292.0
962,1,[],[60],296.0
966,4,"[0, 11, 21]",[61],314.0
967,13,"[21, 53]","[6, 14, 15, 39, 43, 52, 55, 56, 57, 60, 63]",277.15384615384613
968,2,[52],[58],301.0
973,5,"[33, 34, 38]","[30, 51]",286.2
976,16,[],"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31]",458.625
980,8,"[0, 7, 51, 52, 53, 54]","[26, 47]",251.625
981,4,"[16, 42]","[22, 46]",249.0
989,3,[43],"[25, 39]",256.6666666666667
992,4,[7],"[38, 59, 60]",295.25
998,13,[23],"[22, 32, 33, 40, 41, 42, 43, 44, 45, 46, 48, 58]",286.61538461538464
999,11,"[8, 44]","[38, 40, 41, 42, 43, 47, 48, 56, 57]",301.8181818181818
1002,3,[],"[56, 57, 58]",571.3333333333334
1012,14,"[5, 61]","[10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 51, 62]",314.85714285714283
1014,10,"[38, 45]","[1, 7, 8, 40, 44, 45, 56, 57]",248.6
1018,4,"[30, 56]","[9, 16]",272.25
1019,13,[],"[2, 7, 8, 14, 48, 49, 51, 57, 58, 59, 60, 61, 62]",283.9230769230769
1021,6,"[31, 59]","[17, 33, 39, 40]",333.1666666666667
1022,4,"[25, 26]","[50, 51]",267.75
1023,2,[],"[20, 21]",310.5
1025,5,"[39, 42]","[8, 11, 43]",285.6
1031,5,"[40, 41, 55]","[37, 57]",310.2
1041,4,"[41, 47]","[56, 57]",307.0
1042,4,"[18, 20, 21]",[9],249.25
1044,3,"[1, 15]",[29],293.6666666666667
1045,13,[55],"[0, 10, 19, 20, 21, 22, 23, 29, 39, 56, 61, 62]",300.38461538461536
1047,27,[38],"[0, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 32, 40, 41, 42, 43, 45, 46, 47, 49, 55, 56, 57]",286.18518518518516
1049,5,"[43, 62]","[27, 53, 63]",333.0
1062,26,"[48, 62]","[10, 13, 14, 17, 25, 27, 28, 29, 30, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46, 56, 57, 62, 63]",304.03846153846155
1064,1,[56],[],319.0
1068,6,[28],"[8, 9, 10, 31, 37]",289.1666666666667
1071,6,"[2, 11]","[41, 54, 56, 57]",281.0
1077,3,[],"[49, 54, 55]",265.0
1079,7,"[18, 19, 47, 48, 49]","[44, 62]",269.14285714285717
1081,15,[],"[0, 13, 17, 19, 22, 23, 40, 41, 42, 43, 44, 45, 52, 57, 58]",294.73333333333335
1088,5,"[2, 54]","[40, 41, 62]",308.2
1090,3,[],"[20, 21, 37]",263.6666666666667
1097,2,[],"[6, 21]",301.0
1098,5,"[0, 2]","[9, 13, 14]",317.2
1101,2,[],"[22, 23]",269.0
1102,5,"[15, 28, 37]","[28, 29]",273.4
1103,5,"[15, 16, 55, 56]",[23],265.4
1110,0,[],[],0
1118,22,"[17, 18]","[25, 27, 29, 30, 32, 33, 34, 35, 36, 38, 40, 41, 42, 43, 44, 56, 57, 58, 59, 60]",292.77272727272725
1126,5,"[47, 53]","[4, 24, 25]",273.0
1138,15,"[2, 17, 20, 27, 32, 33, 35, 36, 37, 38, 39, 41, 46]","[10, 22]",290.06666666666666
1143,9,"[16, 17]","[0, 3, 4, 24, 25, 41, 44]",248.44444444444446
1151,30,[47],"[4, 5, 6, 7, 13, 14, 15, 17, 18, 19, 20, 23, 24, 25, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 51, 52, 53]",309.8
1152,4,"[0, 8]","[15, 30]",304.5
1158,7,"[31, 32, 44, 57, 60, 61]",[63],286.57142857142856
1169,7,"[21, 25]","[18, 32, 33, 34, 35]",300.14285714285717
1171,10,"[1, 2, 3, 4, 5, 17, 49, 50, 51]",[11],273.3
1174,10,"[0, 1, 2, 6, 7, 12, 60, 61]","[41, 62]",272.3
1176,20,"[2, 3, 4, 5, 6, 8, 15, 16, 17, 21, 22, 24, 31, 51, 53, 57, 58, 62]","[10, 33]",281.65
1186,5,[55],"[6, 7, 35, 42]",286.0
1192,5,"[0, 1]","[54, 55, 59]",313.8
1203,15,"[36, 62]","[10, 18, 19, 20, 21, 26, 27, 35, 36, 38, 45, 54, 55]",294.46666666666664
1204,6,"[15, 16, 20, 21]","[32, 50]",290.3333333333333
1208,6,"[12, 13, 60, 61]","[39, 43]",286.0
1217,14,"[13, 35, 36, 37, 38, 40, 52, 53, 54, 61, 62, 63]","[6, 7]",309.2857142857143
1219,1,[],[14],366.0
1220,2,[58],[44],279.5
1222,6,"[0, 3]","[29, 30, 41, 57]",262.5
1227,4,"[0, 25, 31]",[14],291.25
1232,8,"[21, 22, 23, 27, 48, 58, 59]",[23],326.5
1233,9,[],"[18, 19, 20, 21, 22, 30, 31, 43, 54]",284.3333333333333
1235,5,[],"[26, 27, 28, 29, 30]",344.6
1244,2,[43],[1],297.0
1249,13,"[6, 7, 8, 9, 10, 11, 12, 17, 18, 28, 39]","[1, 60]",315.0
1252,29,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 33, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[23, 52]",304.37931034482756
1253,4,[],"[52, 54, 55, 58]",293.5
1254,6,"[34, 35, 36, 39, 56]",[61],294.3333333333333
1258,3,[30],"[35, 36]",313.0
1261,8,"[29, 30]","[2, 3, 4, 6, 61, 62]",268.625
1267,5,"[3, 4]","[45, 49, 58]",349.8
1274,8,"[0, 2, 23, 24, 25, 26]","[9, 40]",311.5
1278,6,"[3, 4, 53, 54]","[6, 44]",278.8333333333333
1287,8,"[0, 1]","[29, 30, 49, 50, 53, 54]",347.125
1289,5,"[25, 26]","[13, 42, 43]",309.6
1294,6,"[5, 53, 61, 62]","[8, 36]",297.0
1302,7,"[16, 17, 18, 19, 30]","[25, 63]",263.85714285714283
1313,8,"[4, 23, 24, 39, 40, 42, 49]",[5],290.75
1320,4,"[17, 62, 63]",[18],321.75
1323,8,"[0, 34, 37, 38, 44, 50, 51]",[10],330.625
1330,6,"[47, 52]","[10, 11, 18, 19]",293.5
1335,16,"[16, 36]","[2, 14, 15, 24, 25, 29, 30, 31, 50, 54, 56, 57, 58, 61]",282.625
1338,4,"[3, 5, 13]",[44],352.5
1339,4,"[35, 52, 53]",[55],305.25
1340,0,[],[],0
1344,6,"[0, 1]","[48, 49, 58, 59]",372.8333333333333
1351,3,"[0, 12]",[55],282.3333333333333
1353,1,[21],[],260.0
1355,2,[11],[11],292.5
1356,7,[],"[4, 9, 14, 15, 47, 51, 53]",287.57142857142856
1360,0,[],[],0
1368,39,[],"[10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 26, 28, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 50, 51, 52, 53, 54, 55, 56, 60, 61, 62, 63]",297.3076923076923
1370,4,"[1, 2]","[41, 42]",306.0
1372,4,"[24, 25, 37]",[33],272.0
1374,9,"[9, 14, 16, 36, 50, 55, 63]","[8, 53]",289.6666666666667
1380,3,[10],"[14, 15]",272.0
1387,5,"[37, 40, 42]","[6, 10]",324.4
1389,6,[3],"[2, 51, 52, 59, 61]",272.8333333333333
1390,20,"[31, 56]","[7, 16, 20, 30, 35, 36, 38, 39, 40, 41, 42, 52, 53, 54, 55, 60, 61, 62]",280.3
1393,5,"[1, 3]","[9, 10, 11]",351.0
1395,6,"[2, 8, 20, 21]","[22, 48]",347.8333333333333
1399,5,"[38, 59]","[18, 25, 26]",278.2
1424,6,[15],"[7, 21, 22, 30, 31]",259.5
1431,5,[48],"[14, 19, 22, 29]",305.2
1434,2,[],"[46, 60]",254.0
1437,1,[6],[],231.0
1438,6,[0],"[20, 28, 30, 31, 32]",319.3333333333333
1440,6,"[19, 31]","[9, 49, 50, 62]",298.0
1442,4,"[41, 42, 54]",[41],294.75
1458,0,[],[],0
1466,6,"[7, 8, 11, 25]","[32, 52]",288.3333333333333
1477,6,[1],"[22, 23, 25, 26, 35]",286.0
1480,5,"[27, 28]","[56, 58, 63]",250.4
1485,6,"[6, 10]","[46, 48, 50, 51]",279.0
1486,0,[],[],0
1487,6,[41],"[19, 20, 21, 22, 40]",282.8333333333333
1492,8,"[6, 62]","[15, 29, 57, 58, 59, 60]",259.625
1495,7,"[21, 37, 38, 44, 54, 55]",[11],279.2857142857143
1498,0,[],[],0
1499,7,"[15, 16, 45, 48, 49, 50]",[62],294.42857142857144
1502,29,"[20, 21]","[12, 25, 26, 27, 28, 29, 30, 31, 32, 40, 41, 42, 43, 44, 45, 46, 48, 49, 50, 51, 52, 53, 56, 57, 58, 59, 60]",276.55172413793105
1514,18,[50],"[3, 4, 5, 25, 26, 31, 37, 38, 39, 41, 42, 43, 44, 51, 52, 54, 55]",299.27777777777777
1521,4,"[11, 54, 55]",[31],286.0
1526,5,[2],"[29, 31, 32, 33]",341.8
1527,6,"[3, 11, 36, 40, 41]",[4],296.0
1532,2,[39],[16],309.0
1533,1,[],[27],246.0
1538,19,[],"[8, 14, 17, 18, 19, 21, 25, 29, 32, 33, 36, 40, 41, 42, 43, 44, 45, 46, 63]",282.0
1542,3,[],"[0, 13, 14]",318.0
1544,3,[2],"[11, 47]",327.6666666666667
1551,15,"[16, 17]","[9, 21, 22, 25, 28, 29, 30, 31, 35, 36, 37, 50, 63]",264.93333333333334
1552,11,[17],"[1, 16, 17, 19, 20, 24, 33, 34, 35, 46]",276.3636363636364
1556,4,"[0, 51]","[6, 44]",285.5
1557,6,[34],"[16, 17, 33, 58, 59]",286.3333333333333
1558,3,[6],"[20, 21]",289.6666666666667
1560,8,"[1, 2, 3, 4, 5, 45]","[55, 56]",258.25
1567,4,[10],"[49, 50, 51]",322.5
1573,6,"[4, 5, 6, 50]","[39, 41]",350.0
1574,4,"[23, 59, 60]",[28],284.0
1580,1,[],[33],313.0
1584,12,"[10, 21, 22, 23, 30, 33, 34, 35, 42, 50]","[14, 62]",300.6666666666667
1585,29,"[41, 42]","[4, 6, 8, 10, 12, 13, 15, 19, 20, 25, 29, 30, 34, 35, 36, 37, 42, 43, 44, 50, 51, 55, 56, 59, 60, 61, 63]",274.13793103448273
1587,10,"[4, 55]","[4, 40, 41, 47, 49, 50, 54, 55]",282.4
1594,5,"[39, 48]","[11, 12, 19]",292.0
1595,14,[14],"[10, 12, 15, 27, 28, 35, 36, 53, 54, 55, 56, 57, 58]",318.7857142857143
1599,5,[1],"[7, 31, 56, 60]",252.0
1604,8,"[2, 3, 4, 5, 34, 63]","[39, 41]",300.5
1608,5,[1],"[36, 39, 40, 47]",290.6
1609,2,[3],[10],355.5
1616,32,[56],"[3, 4, 6, 9, 10, 16, 17, 19, 23, 25, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 51, 54, 55, 60, 61, 63]",286.21875
1618,3,"[5, 62]",[35],349.0
1625,6,"[6, 14, 53, 54]","[10, 59]",276.6666666666667
1626,5,"[17, 18]","[9, 10, 38]",267.2
1628,8,[],"[8, 35, 36, 37, 43, 46, 48, 50]",264.75
1630,5,[9],"[12, 13, 16, 33]",310.4
1635,6,[],"[8, 23, 27, 28, 30, 40]",283.1666666666667
1646,4,"[32, 40]","[41, 42]",272.75
1647,7,"[23, 27, 28, 32, 33]","[21, 38]",274.0
1648,5,[],"[55, 56, 57, 58, 59]",377.2
1655,37,[48],"[3, 4, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 25, 26, 27, 28, 29, 30, 31, 32, 33, 39, 40, 41, 42, 43, 44, 45, 48, 49, 52, 58, 59, 61, 62]",308.13513513513516
1656,5,[26],"[29, 34, 62, 63]",264.2
1659,5,"[4, 25, 54]","[11, 12]",287.0
1665,12,"[7, 45]","[0, 1, 20, 36, 37, 41, 46, 47, 48, 56]",287.25
1676,3,[43],"[56, 57]",264.6666666666667
1677,15,[],"[2, 3, 4, 11, 14, 17, 18, 19, 20, 21, 22, 38, 39, 42, 62]",308.0
1683,2,[21],[32],244.5
1685,10,"[21, 22, 24, 31, 32, 50, 51, 62, 63]",[50],273.7
1691,4,"[2, 22, 25]",[16],278.0
1702,4,"[39, 41, 43]",[41],245.5
1704,6,"[5, 6]","[45, 46, 47, 48]",282.0
1709,4,"[24, 53]","[4, 10]",303.5
1712,4,[],"[40, 46, 47, 53]",284.25
1714,1,[],[30],272.0
1721,6,"[34, 51]","[8, 25, 46, 47]",330.3333333333333
1729,5,"[9, 10, 27, 30]",[14],271.6
1732,1,[35],[],343.0
1735,7,"[2, 4]","[38, 41, 42, 47, 54]",254.57142857142858
1736,9,"[3, 4, 32, 33, 34, 35, 39]","[10, 11]",278.1111111111111
1746,4,[],"[27, 44, 45, 60]",257.75
1747,6,"[36, 58]","[16, 57, 58, 59]",261.6666666666667
1751,4,[30],"[11, 60, 61]",280.0
1754,14,"[9, 10, 11, 17, 18, 19, 20, 21, 23, 24, 60, 61]","[25, 58]",287.42857142857144
1757,6,"[56, 62]","[8, 9, 10, 63]",322.3333333333333
1758,2,[4],[42],272.0
1760,26,[0],"[1, 2, 6, 7, 9, 17, 18, 21, 24, 25, 26, 29, 30, 35, 36, 37, 48, 49, 50, 51, 52, 53, 54, 62, 63]",272.11538461538464
1762,11,"[0, 5, 6, 11, 12, 39, 40, 53, 54]","[22, 26]",286.72727272727275
1766,3,[6],"[14, 24]",358.3333333333333
1767,9,[28],"[5, 6, 11, 24, 37, 42, 44, 59]",258.6666666666667
1770,6,"[1, 18, 28, 46]","[0, 36]",317.5
1790,6,"[11, 12, 16, 23, 24]",[20],313.3333333333333
1793,5,"[1, 7]","[35, 38, 39]",339.8
1796,4,"[39, 49]","[34, 63]",304.0
1797,5,"[17, 18]","[31, 32, 61]",283.6
1798,2,[48],[57],269.5
1799,0,[],[],0
1805,6,[],"[3, 41, 58, 59, 62, 63]",263.3333333333333
1817,6,"[11, 12, 18, 25, 26]",[34],301.8333333333333
1819,6,"[6, 63]","[36, 37, 43, 45]",298.3333333333333
