EventID,Multiplicity,Hits_Board1,Hits_Board2,Mean_ADC
1173,3,[36],"[6, 7]",306.0
1188,4,[6],"[23, 43, 44]",328.0
1200,2,[7],[37],317.0
1211,1,[19],[],367.0
1217,1,[18],[],328.0
1224,1,[],[26],337.0
1228,1,[],[14],321.0
1230,1,[],[43],299.0
1240,1,[8],[],374.0
1259,5,"[5, 9, 11]","[20, 21]",369.8
1266,6,[],"[15, 18, 19, 20, 25, 26]",261.1666666666667
1275,1,[1],[],604.0
1287,2,[0],[54],295.0
1307,6,"[0, 1]","[17, 18, 19, 22]",353.5
1310,4,[6],"[10, 26, 27]",289.5
1314,2,[20],[59],343.0
1346,2,"[33, 61]",[],286.5
1347,2,[45],[11],249.5
1351,5,"[33, 34]","[25, 26, 52]",333.4
1353,4,[25],"[39, 43, 50]",361.75
1370,4,"[1, 2]","[60, 61]",382.25
1379,5,"[24, 42, 43]","[25, 26]",308.4
1383,7,"[0, 1]","[21, 54, 55, 57, 58]",331.85714285714283
1393,1,[2],[],471.0
1395,4,[62],"[47, 54, 55]",314.75
1399,1,[4],[],303.0
1405,3,"[10, 11]",[38],306.0
1417,3,[],"[7, 8, 9]",301.3333333333333
1422,2,[17],[49],347.5
1425,6,"[26, 28]","[24, 25, 37, 38]",330.6666666666667
1440,1,[],[6],317.0
1445,1,[16],[],317.0
1450,5,"[5, 6, 7]","[6, 8]",461.6
1451,1,[],[59],298.0
1466,9,"[7, 8, 11, 13, 17, 23, 41, 42]",[22],284.44444444444446
1476,3,[],"[45, 46, 47]",351.3333333333333
1478,2,[],"[37, 45]",267.5
1479,4,"[2, 3]","[42, 43]",254.75
1484,0,[],[],0
1492,6,"[11, 12, 13, 28, 29]",[1],392.3333333333333
1494,2,[],"[6, 7]",319.5
1502,4,[],"[34, 36, 40, 41]",310.75
1508,0,[],[],0
1514,1,[14],[],362.0
1523,4,[],"[58, 59, 60, 61]",342.0
1533,4,"[12, 21]","[14, 15]",292.5
1542,8,"[2, 3]","[28, 29, 33, 34, 35, 36]",319.5
1555,3,"[4, 8]",[22],334.0
1558,0,[],[],0
1565,5,[],"[36, 37, 45, 46, 47]",324.0
1566,0,[],[],0
1567,4,[3],"[40, 41, 42]",352.25
1569,5,[40],"[6, 21, 22, 60]",285.4
1570,3,[],"[51, 52, 53]",419.6666666666667
1571,2,[16],[59],337.0
1579,5,"[0, 2, 4]","[47, 48]",361.6
1584,0,[],[],0
1589,9,"[1, 61]","[34, 40, 55, 56, 57, 58, 59]",280.1111111111111
1603,2,[14],[3],310.5
1609,6,"[2, 3, 4, 25]","[8, 56]",290.3333333333333
1610,1,[25],[],305.0
1615,1,[0],[],233.0
1619,2,"[6, 7]",[],284.5
1623,0,[],[],0
1625,2,[],"[25, 26]",257.5
1642,4,"[38, 39]","[44, 45]",366.75
1645,3,"[41, 42]",[10],269.3333333333333
1647,2,[44],[11],320.0
1650,1,[],[45],289.0
1656,0,[],[],0
1657,9,"[35, 36, 42, 52, 53, 54, 55, 56]",[44],284.22222222222223
1660,1,[3],[],249.0
1670,3,"[21, 22]",[9],275.3333333333333
1674,0,[],[],0
1697,0,[],[],0
1698,3,"[0, 1]",[52],292.0
1700,5,[2],"[19, 22, 50, 51]",251.6
1703,1,[],[11],367.0
1706,1,[],[60],308.0
1733,1,[20],[],389.0
1741,2,[13],[7],319.0
1742,2,[42],[49],296.0
1748,5,"[16, 17, 19, 20]",[2],249.4
1751,0,[],[],0
1756,3,[18],"[10, 14]",303.3333333333333
1757,1,[2],[],288.0
1759,2,[0],[0],311.0
1760,2,[],"[21, 22]",248.0
1762,0,[],[],0
1765,2,[4],[48],312.5
1767,3,[6],"[4, 5]",285.3333333333333
1768,5,"[1, 4, 5]","[2, 3]",405.4
1769,0,[],[],0
1781,5,"[0, 5]","[45, 58, 59]",292.6
1782,3,"[34, 35]",[21],299.0
1786,3,[31],"[22, 23]",280.6666666666667
1795,6,[6],"[53, 54, 56, 57, 58]",355.3333333333333
1803,4,"[35, 36]","[20, 21]",259.5
1809,5,"[1, 3]","[32, 33, 34]",403.8
1814,1,[36],[],342.0
1824,2,[8],[55],292.0
1832,5,"[0, 2]","[32, 49, 51]",269.4
1833,7,"[2, 7]","[15, 16, 18, 19, 21]",327.0
1837,2,[],"[56, 57]",341.5
1841,6,"[2, 16]","[10, 11, 15, 16]",340.5
1849,6,[5],"[19, 21, 26, 53, 54]",263.6666666666667
1852,2,[3],[25],328.5
1857,2,[9],[54],302.5
1862,3,"[5, 6]",[41],279.6666666666667
1870,3,"[10, 11]",[51],291.6666666666667
1875,0,[],[],0
1876,4,[0],"[44, 45, 52]",296.5
1886,2,[10],[10],301.0
1888,3,[6],"[17, 18]",305.3333333333333
1892,5,"[26, 55]","[17, 18, 60]",274.6
1896,8,"[1, 3]","[26, 40, 55, 56, 58, 59]",314.5
1897,5,"[3, 4, 5, 48]",[3],286.2
1906,2,[4],[19],265.5
1912,4,[3],"[43, 44, 45]",364.0
1913,2,[35],[8],331.5
1920,1,[],[20],243.0
1924,3,"[1, 2]",[62],318.6666666666667
1927,1,[20],[],355.0
1931,2,[10],[52],306.0
1940,1,[1],[],415.0
1941,1,[5],[],347.0
1961,5,"[0, 3, 54]","[5, 33]",323.6
1974,3,[1],"[62, 63]",305.6666666666667
1975,1,[],[17],279.0
1979,7,"[4, 5, 35, 36, 37, 48]",[55],306.2857142857143
1981,0,[],[],0
1985,0,[],[],0
1986,3,[24],"[48, 49]",277.3333333333333
2005,0,[],[],0
2007,1,[],[60],266.0
2008,2,"[5, 6]",[],281.0
2012,6,[6],"[40, 41, 57, 58, 59]",344.1666666666667
2013,1,[42],[],289.0
2027,2,[27],[21],309.5
2038,2,"[1, 2]",[],299.5
2050,3,"[8, 13]",[11],350.6666666666667
2051,3,[],"[26, 27, 28]",460.6666666666667
2079,4,"[6, 7]","[15, 16]",326.75
2086,6,"[1, 2]","[12, 13, 16, 17]",301.5
2089,4,[35],"[49, 58, 59]",308.5
2095,2,"[40, 41]",[],276.5
2102,3,"[37, 38]",[55],280.6666666666667
2105,4,[5],"[43, 56, 61]",262.25
2108,3,"[9, 18]",[5],303.3333333333333
2111,1,[],[37],252.0
2118,0,[],[],0
2129,5,"[23, 24]","[11, 57, 58]",314.6
2130,4,"[1, 2, 38]",[52],286.75
2134,0,[],[],0
2135,5,"[10, 17]","[1, 6, 63]",318.8
2136,5,"[5, 15, 53]","[24, 27]",290.2
2140,1,[],[50],310.0
2143,0,[],[],0
2146,2,[2],[54],312.0
2147,2,[54],[27],311.5
2148,2,[18],[9],309.0
2168,3,"[1, 5]",[4],310.0
2170,4,"[37, 38]","[8, 9]",250.75
2174,2,[3],[11],439.0
2180,1,[13],[],344.0
2186,6,"[15, 16, 17, 29, 30]",[20],386.5
2194,3,[7],"[13, 14]",272.6666666666667
2205,4,"[9, 42, 43]",[62],288.25
2207,2,[11],[39],331.0
2211,2,[10],[15],294.5
2213,4,"[5, 6]","[40, 41]",368.0
2216,3,[],"[49, 50, 51]",326.6666666666667
2225,4,[8],"[21, 22, 23]",345.25
2233,3,"[60, 61]",[61],522.3333333333334
2234,1,[57],[],294.0
2247,4,[],"[13, 23, 39, 40]",291.25
2254,4,"[7, 35, 36]",[15],315.25
2265,2,[],"[59, 60]",263.0
2270,0,[],[],0
2277,1,[0],[],329.0
2279,0,[],[],0
2285,4,"[0, 1, 5]",[33],258.25
2319,3,[38],"[6, 20]",281.6666666666667
2333,5,"[1, 2, 17]","[24, 26]",365.8
2335,2,[14],[20],335.0
2339,3,[3],"[25, 28]",336.3333333333333
2342,2,[13],[63],348.5
2345,4,"[3, 4, 26]",[36],304.5
2348,2,"[10, 11]",[],268.0
2349,3,[5],"[46, 47]",270.3333333333333
2352,5,[],"[55, 59, 60, 61, 62]",295.0
2353,2,[2],[6],329.0
2355,3,"[2, 3]",[5],290.3333333333333
2356,4,"[24, 25, 26]",[51],256.75
2359,2,[3],[33],357.5
2364,3,"[23, 24]",[13],264.3333333333333
2379,3,[],"[41, 42, 45]",333.3333333333333
2385,4,"[38, 45]","[32, 33]",297.75
2389,1,[21],[],362.0
2391,7,"[62, 63]","[1, 26, 27, 28, 38]",345.57142857142856
2395,2,"[37, 40]",[],339.0
2403,4,"[23, 28, 57]",[37],320.0
2405,3,"[11, 12]",[13],304.3333333333333
2407,2,[],"[59, 60]",345.0
2410,3,"[44, 62]",[7],340.6666666666667
2412,2,[38],[15],329.5
2413,1,[],[29],264.0
2418,0,[],[],0
2422,5,"[6, 7]","[22, 23, 24]",352.4
2434,2,"[9, 10]",[],296.0
2439,1,[1],[],333.0
2443,2,[10],[13],325.5
2444,1,[],[8],298.0
2470,3,[0],"[36, 50]",300.0
2489,3,"[49, 50]",[51],317.6666666666667
2495,5,"[9, 25, 26]","[12, 13]",304.6
2497,2,[4],[40],304.0
2504,5,"[1, 2, 3]","[54, 55]",313.4
2510,2,[13],[4],323.0
2513,2,[12],[0],334.5
2520,3,"[20, 45]",[30],273.0
2537,4,"[2, 10, 11]",[54],311.75
2540,2,[],"[25, 26]",276.0
2541,1,[],[42],283.0
2543,1,[],[52],319.0
2571,3,"[5, 6]",[2],289.3333333333333
2576,2,[16],[32],271.0
2577,2,[],"[48, 49]",260.5
2583,3,[],"[24, 25, 28]",383.0
2592,3,"[11, 12]",[0],288.3333333333333
2594,6,"[0, 1, 17, 18, 52]",[20],254.5
2596,6,"[53, 63]","[10, 11, 34, 35]",290.1666666666667
2614,4,"[3, 4]","[59, 60]",364.75
2626,3,"[6, 7]",[41],269.3333333333333
2631,1,[],[47],316.0
2638,2,"[5, 6]",[],273.5
2651,6,"[0, 1]","[54, 59, 60, 63]",308.5
2655,5,[1],"[41, 42, 43, 44]",314.6
2672,2,[1],[28],305.0
2681,5,"[0, 7]","[11, 12, 13]",310.8
2686,8,"[8, 15]","[19, 26, 27, 28, 29, 30]",451.125
2696,7,"[0, 1]","[32, 33, 34, 36, 37]",343.2857142857143
2705,5,"[5, 7]","[25, 41, 45]",338.0
2707,0,[],[],0
2709,2,"[53, 54]",[],237.0
2718,2,[28],[61],334.0
2727,2,"[61, 62]",[],268.0
2747,4,[0],"[33, 35, 36]",300.25
2751,5,[53],"[41, 42, 43, 58]",255.2
2752,0,[],[],0
2754,4,[0],"[22, 36, 37]",326.75
2757,7,"[2, 3, 7, 9, 16]","[29, 30]",278.85714285714283
2773,0,[],[],0
2776,1,[20],[],398.0
2783,5,"[0, 1, 10]","[61, 62]",402.8
2784,0,[],[],0
2787,10,[23],"[22, 23, 32, 33, 34, 35, 37, 48, 49]",303.9
2794,3,[4],"[22, 23]",276.6666666666667
2800,3,[48],"[21, 51]",321.3333333333333
2811,3,"[4, 5]",[7],266.0
2812,0,[],[],0
2829,7,"[1, 2, 3, 4, 8]","[0, 3]",324.0
2832,7,"[5, 6, 7, 8, 9]","[10, 11]",367.7142857142857
2860,7,"[15, 45]","[32, 45, 46, 53, 54]",342.2857142857143
2864,5,"[23, 24]","[42, 48, 49]",317.0
2871,1,[3],[],338.0
2876,3,[3],"[30, 31]",280.3333333333333
2878,2,[2],[37],336.5
2883,1,[],[54],251.0
2887,3,"[4, 5]",[4],278.0
2892,3,"[20, 21]",[24],267.0
2894,3,"[49, 50]",[45],261.6666666666667
2907,1,[4],[],312.0
2922,3,[],"[47, 48, 60]",310.0
2923,1,[],[63],232.0
2926,5,[37],"[16, 17, 18, 19]",354.0
2931,1,[],[48],318.0
2932,2,[36],[22],334.5
2938,3,"[14, 33]",[13],335.3333333333333
2940,3,[7],"[16, 17]",401.6666666666667
2942,2,[30],[63],315.0
2955,5,[],"[50, 51, 52, 54, 55]",308.0
2957,3,[7],"[48, 49]",278.0
2958,4,"[1, 21]","[11, 23]",280.0
2964,2,[4],[39],621.0
2965,3,"[5, 10]",[34],314.6666666666667
2970,2,[],"[19, 20]",293.5
2971,2,[],"[62, 63]",290.5
2985,1,[18],[],339.0
2988,1,[17],[],310.0
2990,4,"[2, 4, 5]",[3],376.25
2996,3,"[9, 10]",[41],309.6666666666667
3003,3,"[2, 3]",[14],274.3333333333333
3004,3,[],"[32, 43, 44]",293.6666666666667
3009,1,[17],[],322.0
3012,0,[],[],0
3018,3,[38],"[59, 60]",253.33333333333334
3035,5,"[4, 5, 6]","[42, 51]",322.4
3045,5,"[0, 2, 5]","[19, 20]",416.2
3048,1,[],[21],261.0
3053,2,[47],[39],334.5
3055,1,[],[40],271.0
3056,1,[],[8],339.0
3062,1,[],[63],288.0
3064,6,"[3, 4, 5, 6]","[52, 53]",382.6666666666667
3080,5,"[9, 10, 17]","[20, 54]",306.8
3082,4,"[10, 11]","[41, 45]",272.5
3094,2,"[7, 8]",[],503.5
3097,5,"[3, 4, 8]","[62, 63]",348.0
3103,5,[],"[11, 13, 14, 17, 18]",267.4
3109,6,"[2, 8]","[32, 33, 54, 55]",289.0
3123,1,[],[20],253.0
3143,3,[19],"[27, 28]",316.6666666666667
3145,4,"[4, 5]","[43, 44]",365.0
3152,2,[],"[22, 23]",300.5
3154,2,[],"[58, 61]",298.5
3162,5,"[0, 3, 24, 25]",[63],259.0
3163,2,"[35, 38]",[],322.0
3164,2,[23],[1],326.0
3166,2,[12],[36],350.5
3172,2,[1],[20],264.5
3190,5,"[4, 5]","[25, 26, 33]",304.4
3200,3,"[9, 10]",[18],336.6666666666667
3205,2,[55],[44],320.0
3206,4,[2],"[39, 47, 57]",335.25
3216,2,[12],[56],283.0
3240,5,[],"[15, 16, 17, 19, 20]",328.0
3249,0,[],[],0
3250,4,"[45, 46]","[19, 34]",277.5
3257,1,[],[7],226.0
3259,2,[33],[21],301.0
3264,1,[],[46],314.0
3273,1,[44],[],431.0
3277,2,[4],[13],277.5
3280,0,[],[],0
3282,2,[],"[7, 17]",277.5
3287,4,[29],"[61, 62, 63]",265.75
3296,5,[25],"[29, 30, 33, 34]",279.0
3304,6,[],"[27, 28, 29, 30, 37, 38]",312.8333333333333
3316,3,[4],"[33, 42]",382.6666666666667
3317,3,"[7, 42]",[16],346.6666666666667
3321,5,"[3, 4, 20]","[19, 26]",282.8
3325,2,"[3, 4]",[],353.5
3341,1,[38],[],322.0
3349,9,"[2, 4, 7, 12, 22, 27, 55]","[15, 16]",295.6666666666667
3354,1,[47],[],374.0
3358,3,[10],"[3, 13]",299.3333333333333
3361,3,[],"[31, 32, 47]",268.0
3365,0,[],[],0
3380,3,"[19, 20]",[55],301.0
3394,7,"[4, 9, 24, 28, 29]","[2, 36]",323.14285714285717
3396,4,[1],"[26, 52, 53]",312.0
3400,5,"[0, 1]","[30, 49, 61]",282.0
3401,2,[43],[58],268.0
3408,3,"[17, 18]",[13],316.0
3410,0,[],[],0
3414,5,[],"[7, 12, 13, 16, 17]",308.4
3415,0,[],[],0
3419,2,[7],[13],361.0
3422,1,[22],[],299.0
3435,1,[],[53],271.0
3445,8,"[52, 53]","[41, 42, 53, 54, 62, 63]",251.0
3450,2,[2],[23],388.0
3458,2,[16],[26],322.5
3471,3,[36],"[49, 51]",313.6666666666667
3482,0,[],[],0
3488,7,"[7, 8, 9, 10, 11]","[10, 11]",344.0
3498,5,"[0, 1]","[27, 40, 41]",287.2
3499,3,[],"[8, 9, 11]",316.3333333333333
3502,2,[26],[19],305.0
3507,3,[28],"[42, 43]",269.3333333333333
3513,3,[],"[10, 35, 44]",256.3333333333333
3519,3,[4],"[62, 63]",370.6666666666667
3530,2,"[10, 11]",[],285.5
3532,2,[8],[60],293.0
3533,4,"[13, 51]","[15, 16]",302.0
3534,0,[],[],0
3537,2,"[28, 29]",[],314.5
3542,6,[62],"[21, 40, 41, 42, 50]",316.3333333333333
3543,9,"[15, 31]","[11, 12, 13, 14, 19, 24, 25]",271.3333333333333
3547,9,"[2, 12]","[0, 41, 42, 44, 45, 46, 47]",309.1111111111111
3549,2,"[11, 56]",[],274.5
3555,1,[10],[],286.0
3558,2,[12],[54],409.0
3560,6,[],"[41, 42, 43, 44, 57, 58]",365.3333333333333
3564,6,"[16, 17, 18, 19]","[10, 11]",368.6666666666667
3568,4,"[43, 52]","[17, 39]",350.0
3569,6,"[5, 6, 8, 14, 16]",[23],368.5
3570,5,"[13, 28, 29, 36]",[21],298.2
3572,6,"[15, 16, 30, 31]","[35, 36]",299.3333333333333
3579,2,[0],[42],339.5
3586,1,[],[40],353.0
3592,2,[28],[16],317.5
3596,2,[2],[47],311.5
3608,2,[18],[1],334.5
3611,3,[15],"[32, 51]",330.3333333333333
3618,2,[],"[24, 53]",331.0
3623,3,[11],"[51, 52]",314.3333333333333
3630,3,[13],"[33, 55]",305.6666666666667
3635,5,[6],"[38, 39, 45, 46]",310.2
3637,6,"[15, 16]","[15, 16, 30, 47]",300.1666666666667
3638,7,"[3, 4]","[16, 22, 23, 24, 25]",336.57142857142856
3640,4,"[11, 12]","[25, 26]",353.75
3657,4,[30],"[12, 13, 14]",300.25
3661,7,"[1, 2]","[20, 26, 27, 28, 29]",329.7142857142857
3665,3,[4],"[34, 35]",271.3333333333333
3705,2,[34],[39],295.0
3707,5,[3],"[41, 42, 44, 45]",389.0
3735,4,"[20, 21]","[3, 4]",252.5
3747,4,"[8, 9]","[40, 41]",367.0
3750,1,[],[21],289.0
3756,7,"[39, 40]","[10, 29, 30, 31, 59]",320.42857142857144
3772,4,"[0, 1]","[47, 48]",275.5
3773,3,"[0, 1]",[32],273.6666666666667
3788,2,[7],[34],323.5
3798,4,[27],"[16, 17, 53]",278.75
3806,3,[2],"[53, 56]",309.6666666666667
3808,0,[],[],0
3816,3,[35],"[47, 48]",325.6666666666667
3822,2,[9],[23],322.0
3836,7,"[10, 26]","[16, 17, 26, 27, 51]",261.7142857142857
3849,0,[],[],0
3861,0,[],[],0
3865,3,[37],"[5, 6]",287.0
3866,6,[11],"[48, 49, 52, 55, 56]",317.0
3872,6,"[3, 4]","[49, 50, 51, 60]",294.5
3874,3,"[0, 1]",[13],282.3333333333333
3896,3,[22],"[38, 60]",293.3333333333333
3898,2,[31],[44],330.0
3899,2,[0],[29],312.5
3902,1,[],[12],345.0
3903,4,"[16, 25]","[12, 13]",294.25
3905,4,"[0, 40]","[28, 29]",322.25
3908,0,[],[],0
3912,2,[2],[52],324.0
3917,2,[10],[61],314.0
3918,2,[26],[10],342.0
3934,5,"[4, 5, 6]","[14, 17]",316.8
3941,3,"[28, 29]",[20],309.6666666666667
3944,3,"[0, 1]",[12],286.3333333333333
3947,1,[2],[],239.0
3966,4,"[19, 40]","[38, 39]",266.5
3969,4,"[15, 22, 61]",[10],268.25
3985,2,[11],[42],307.5
3989,2,[10],[8],321.5
3990,5,"[0, 2]","[45, 49, 50]",314.8
3991,4,"[3, 13]","[46, 47]",334.5
4006,3,"[10, 39]",[60],275.0
4007,1,[0],[],381.0
4009,5,"[0, 2]","[36, 40, 41]",443.4
4010,5,"[2, 3]","[21, 44, 45]",346.6
4011,7,"[0, 19]","[24, 38, 39, 41, 42]",352.42857142857144
4012,0,[],[],0
4018,4,"[3, 4]","[20, 51]",281.25
4033,3,"[19, 20]",[0],291.6666666666667
4045,3,"[2, 28]",[34],339.0
4051,6,"[0, 9, 32, 39, 42]",[58],258.0
4054,3,"[5, 20]",[26],341.0
4069,4,"[7, 8]","[30, 59]",320.0
4071,3,[],"[39, 54, 55]",302.3333333333333
4072,5,"[1, 5, 6, 7]",[4],309.8
4093,2,[21],[56],345.5
4096,12,[55],"[26, 27, 34, 35, 36, 37, 39, 44, 45, 46, 47]",286.0
4101,7,"[1, 2]","[9, 10, 38, 39, 46]",348.14285714285717
4106,2,[34],[44],330.5
4112,1,[],[57],352.0
4121,5,"[8, 9, 13]","[25, 62]",291.0
4125,0,[],[],0
4127,3,[],"[4, 5, 6]",341.3333333333333
4139,3,"[57, 58]",[59],276.6666666666667
4142,4,"[11, 27, 28]",[31],282.25
4144,2,[0],[22],278.5
4149,6,"[7, 8, 18, 23]","[0, 23]",338.1666666666667
4150,5,"[14, 45, 61]","[14, 36]",346.6
4152,2,[8],[33],315.0
4154,3,[0],"[45, 46]",288.0
4156,2,[17],[14],327.0
4170,0,[],[],0
4171,2,[],"[51, 52]",246.0
4173,0,[],[],0
4179,3,"[0, 1]",[13],279.0
4180,2,[0],[16],346.0
4182,2,[1],[62],288.5
4184,4,"[3, 4]","[4, 33]",290.75
4185,2,"[30, 31]",[],334.0
4188,3,[4],"[11, 12]",295.0
4190,3,[],"[61, 62, 63]",250.66666666666666
4202,4,[1],"[15, 16, 59]",308.5
4212,4,[55],"[32, 42, 43]",412.5
4213,2,"[12, 13]",[],420.0
4224,2,[0],[22],362.5
